value,count
"Freycinet, Louis Claude Desaulses de, 1779-1842 :Voyage autour du monde. Paris,  1824",1
Friday Drive with Emily & Sigrid,1
Friday Live (Thanks to the Thirsty Dog),1
"Friday Night with Guest DJs September 16, 2017",1
"Friday morning talkback with Paraone, guest Evelyn Stevenson, part 2",1
Friends of the Bolton Street Cemetery :35mm negatives and proofs of gravestones at the Bolton Street Cemetery,1
Friends of the Turnbull Library: Photographs by Jane Ussher of Margaret Calder,1
Frith from the Fringe,1
From the Archives,1
From the Crate w/ Troy Ferguson and Pippa Ryan-Kidd,1
Front Line (Television programme),1
Front Line Television programme,1
Frontiers in Behavioral Neuroscience,1
Frontiers in Built Environment,1
Frontiers in Cardiovascular Medicine,1
Frontiers in Chemistry,1
Frontiers in Human Neuroscience,1
Frontiers in Immunology,1
Frontiers in Medicine,1
Frontiers in Neurology,1
Frontiers in Nutrition,1
Frontiers in Psychiatry,1
Frontiers of Agricultural Science and Engineering,1
Fruit Growing Research,1
Fruit and vegetables,1
"Fry, Bryan Derek, 1923-1999: Photographs taken inside Helen Hitchings gallery, Wellington, during an exhibition by Louise Henderson",1
"Fry, Patricia Susan, 1924- :Photographs related to the Cody family",1
"Fry, Patricia Susan, 1924- :Photographs relating to Helen Priscilla Crabb",1
Fullers Ferries,1
"Fulton, D M :Photographs relating to the Torlesse family",1
Funding for drug testing at festivals,1
Funeral service for Ernie Abbott at Wellington Town Hall - Photographs taken by Merv Griffiths,1
Funeral service for Jack Greig,1
"Furkert, Frederick William, 1876-1949 :Photographs of Hydro schemes and the Murchison and Hawke's Bay earthquakes",1
"Furnace operator Gary Collins at the Pilkington Brothers glass factory, Wingate, Lower Hutt, Wellington, where a fire had broken out the previous evening - Photographs taken by Merv Griffiths",1
"Fyfe, Judith Mildred de Visme, 1944- :Photographs of Jean Batten, Deanna Durbin and other theatrical personalities",1
"G Thorley, B Sturgess, and R Redden in a sports shop, Porirua, New Zealand",1
"G W Webber, French Pass, Tuataras. Piripi Walker",1
G. Robert Vincent Voice Library Collection,1
GAZE TV Collection,1
GBH Herbicides with GE Free NZ,1
GCSB Satellite Dishes at Waihopai,1
GGI Gardens Project,1
GMS Health Technology Assessment,1
"Gabites and Beard (architects): Beard House, 22 Hauraki Street, Karori, Wellington",1
Gadjah Mada International Journal of Business,1
"Gage, Maxwell, 1913-2000 :Photographs relating to geology",1
"Gail Howard, Eileen Taylor, and principal Norman Wright with the original Wainuiomata school bell - Photograph taken by Ian Mackley",1
"Gale, Len  1926- : Papers relating to left-wing activity and cartoon art work",1
"Gale, Len  1926- :Photographs",1
"Gale, Len 1926- : Papers relating to left-wing activity and cartoon art work",1
"Gale, Len 1926- :Photographs",1
"Galimberti, Francesco, 1755-1803 :Natives of America and the Pacific Islands. Original drawings circa 1780.",1
"Gallagher, D (Dr) : Photographs of Taupo and Apirana Ngata",1
Gambling Harm Awareness,1
GameStop Shorting w/ Leighton Roberts,1
Gang Of Four,1
Gang Of Four w/ Phil A. & guest Andrew Boak,1
Gang Of Four with Sigrid,1
Gangs & Rehab w/ Jarrod Gilbert & Simeon Brown,1
Gangs and Government w/ Christopher Luxon,1
"Gannaway, Mr :Photographs of Wellington",1
"Gannets at Frank Kitts Park lagoon, Wellington - Photographs taken by John Nicholson",1
"Garden party at Homewood with an unidentified couple in front of trees, Karori, Wellington",1
"Garden surrounding the new Government Printing Office, Mulgrave Street, Wellington",1
"Garland, Nicholas :Cartoons by Nicholas Garland, from The Daily Telegraph and The Spectator",1
"Garland, Nicholas, 1935- :Illustrations and cartoons by Nicholas Garland, from the Daily Telegraph, London",1
"Garment and winning designer, Benson Fashion Design Awards",1
"Garments modeled and awards given, Benson and Hedges Fashion Design Awards",1
"Garner, J A : Photograph of Janet Craig Mackenzie",1
"Gary O'Meara using leak detection gear, Lower Hutt - Photograph taken by Brett Richardson",1
"Gas from coal, interview with Barry Brickell",1
"Gascoigne, Joseph William 1885-1972 :Postcards and photographs",1
"Gasparich, Joseph George, 1890-1985: Digitised files relating to World War One",1
"Gate III, painting by Colin McCahon",1
"Gate III, painting by Colin McCahon - Photographs taken by Stuart Ramson",1
Gay,1
Gear Meat Company Ltd :Maps,1
Gear Meat Company Ltd :Photographs of Gear Meat Co,1
"Geddes, Anne, 1957- :[Photographic greeting cards. 1990s]",1
"Geering, Lloyd George Very Rev Dr",1
Gem of the Kaipara,1
Gender Politics,1
"Genealogical Research Institute of New Zealand Inc : Records, including family history research essays",1
Genealogical table of Waikato tribes,1
Genealogies of Captain James Cook and the Fleck family,1
"General Assembly Library (Wellington) :Photographs, including one with the Prince of Wales",1
"General Election polling booth at the Children's Dental Clinic, Willis Street, Wellington",1
General Foods (N.Z.),1
"General Motors New Zealand Limited: The greatest Chevrolet in Chevrolet history. [Catalogue]. Petone, General Motors, 1930.",1
General Records of the Department of Education,1
General Records of the Department of Labor,1
General Taylor and Clark Clifford in Wellington,1
General amnesty for overstayers,1
General banking,1
General collection,1
General election education 101,1
Generals von Mellenthin and Westphal examining Justice White's photograph album,1
Generation Zero unveils their new Zero Carbon Act,1
Genetic Discrimination in Healthcare Insurance w/ Professor Andrew Shelling,1
Genetics and Molecular Biology,1
Genetika,1
Genomics Data,1
Geoacta,1
Geodinamika i Tektonofizika,1
Geoff Clark with captured deer and helicopter - Photographs taken by Greg King,1
Geoff talks Opportunities,1
"Geoffrey Palmer, Helen Clark and Sir Paul Reeves at Government House, Wellington - Photographs taken by John Nicholson",1
"Geography, Environment, Sustainability",1
Geoinformatics FCE CTU,1
Geologia Croatica,1
Geologic time,1
Geologija,1
George C. Griffin Photograph Collection,1
"George Hooper outside the restored Christ Church, Taita, Lower Hutt",1
George Laking sound recordings,1
George Ryan and a solar-powered lawnmower - Photograph taken by Ray Pigney,1
George Whaanga and Sue (Rangiaroha) Waiwiri-Clarke,1
Georgia Tech Photograph Collection,1
Geoscience Frontiers,1
"German Ambassador Eberhald Noeldeke on the Fly By Wire, Paekakariki - Photographs taken by Maarten Holl",1
German Summons and letter - R Fletcher,1
Gerontology and Geriatric Medicine,1
"Get Your Earrings, Get Your Seeds! Zero Waste on K Rd",1
"Get your buildings, repairs, additions and renovations done under the Government No. 10 scheme. This booklet tells you what the No. 10 scheme is and how to get the subsidy ... W J Crawford, print, Palmerston North [ca 1933]",1
Giant land snail shells showing different types of predation - Photographs taken by Merv Griffiths,1
"Gibbard, Les  :Three original cartoons donated for the New Zealand Cartoon Archives auction.",1
"Gibbard, Les :Three original cartoons donated for the New Zealand Cartoon Archives auction.",1
"Gibbard, Leslie  1945- :[Cartoons by Gibbard drawn while he was in Paris and cartoons focussing on the anti-nuclear issue 1968-1987]",1
"Gibbard, Leslie  1945- :[Various sketches by Gibbard - undated and dated 1963-1970]",1
"Gibbard, Leslie 1945- :[Cartoons by Gibbard drawn while he was in Paris and cartoons focussing on the anti-nuclear issue 1968-1987]",1
"Gibbard, Leslie 1945- :[Various sketches by Gibbard - undated and dated 1963-1970]",1
"Gibbard, Leslie, 1945-2010: [Various samples of his cartoons that were published in The Guardian. Undated, but between 1968 and 1992]",1
"Gibbs, Barry :Photographs of the New Zealand Ballet Company and Downstage Theatre",1
"Gibbs, Eric Reginald, 1921-2013: Collection relating to Antarctica",1
"Gibson, Kirsty :Photographs of Neonatology nursing, Neonatal Unit, Wellington Hospital.",1
Gifford album 6,1
"Gilbert J Mackay, seedsman, plant merchant and florist :Seed catalogue [1915].",1
"Gilbert, Peter Guy, 1926- : A Little history and a memoir of my life",1
"Gilchrist, D :Photographs of Foxton and Levin",1
Gill Boddy and Vincent O'sullivan: 'Another damning little notebook',1
"Gill, William Wyatt, 1828-1896 :Life in the Southern Isles. London, The Religious Tract Society, 1876.",1
Gillian Whitehead diary oral history project,1
"Gilmour, John Henry, 1892-1951  :[One cartoon laser copy, published in the New Zealand Free Lance, 7 January 1925].",1
Girl Guide camp at Porirua Harbour,1
"Girl at a Shop Employees Union booth during the Union's campaign against Saturday trading, Manners Street, Wellington - Photographs taken by John Nicholson",1
"Girls from St Joseph's Orphanage in Upper Hutt, wearing new dresses",1
"Girls holding sparklers on Guy Fawkes Day, Wainuiomata, Wellington",1
"Gisborne & Districts War Memorial Hall, Gisborne - Photographs taken by Lloyd Cornish",1
Gisborne Courthouse Gisborne,1
Gisborne International Music Competition: [Programmes. 1989-  ],1
Gisborne International Music Competition: [Programmes. 1989- ],1
"Gittings, Len : Photographs",1
Giving children a voice in their education,1
Gladstone Vineyard :Gladstone Vineyard newsletters. From 22 April 2005 onwards  [incomplete].,1
Glen Eira Historical Society,1
"Glen, F (Rev), fl 1995 :Photographs",1
"Glenbervie Terrace, Thorndon, Wellington",1
Glenvale Vineyards Ltd :[Six wine labels for Glenvale wines. 1960s],1
Global Health Action,1
Global Media Journal : German Edition,1
Global Survey on 2020 w/ Jonathan Dodd,1
Global methane reductions pledge w/ James Shaw,1
Globalization and Health,1
Go By Bike Day,1
Godber album 13,1
"Godber, Albert Percy, 1876-1949 :[Drawings of Maori rafter patterns] Started 28. 10. [19]47. Completed ... 208-210. No. 8.",1
"Godfrey, Peter David Hensman, 1922-2017: Papers",1
"Gold Cup harrier race, Trentham, Upper Hutt, Wellington",1
"Gold mines, Czechoslovakia, and Japan",1
Golden Kiwi Jackpot Lottery :[Collection of Golden Kiwi lottery tickets. 1960s-1980s].,1
Golden Queen peaches - Photographs taken by Craig Simcox,1
"Gooch, Mitchell and Macdiarmid :Proposed alterations to 4 Goldies Brae, Wadestown for the Lee family. Sept 1986. Job 1823.",1
Good Time Radio 27 October 2018,1
Good Times Radio - RSD special 2018,1
Good Times Radio 1 September 2018,1
Good Times Radio 12 May 2018,1
Good Times Radio 13th January 2018,1
Good Times Radio 14 04 18,1
Good Times Radio 15 September 2018,1
Good Times Radio 18 August 2018,1
Good Times Radio 20 October 2018,1
Good Times Radio 22 December 2018,1
Good Times Radio 22 September 2018,1
Good Times Radio 24 October 2018,1
Good Times Radio 25 August 2018,1
Good Times Radio 6 October 2018,1
Good Times Radio 7 April 2018,1
Good Times Radio 8 September 2018,1
Good Times Radio 9 February 2019,1
Goodbehere family : Papers,1
"Gooding, Ray, fl 1991 :Photographs of Walter Hodder and family, and Henry Burling",1
"Goodson, Ivy, fl 1977 :Photographs of Auckland, Taihape, and Rotorua",1
"Goodwin, Ronald Sidney :Photographs of motorcycle racing",1
Google Cultural Institute,1
Gordon Tovey Listener talk?,1
Gordon Tovey's radio talk,1
"Gordon, P J : Maori portraits",1
"Gordon, P J : Photographs of Niue",1
"Gordon, W. F.",1
Gordons,1
Goslin (Ival V.) Collection,1
"Gospel Radio Fellowship Incorporated: Radio Rhema, the one way sound. Official  newsletter no. 56 [1974]",1
"Gospel Radio Fellowship Incorporated: Radio Rhema, the one way sound. Official newsletter no. 56 [1974]",1
"Gough, R J :Photographs of Wellington and Cocks' optical workshop",1
"Gould, Mr : Photographs of Arapuni Dam",1
Government Inaction on Mental Health Reform w/ Shaun Robinson,1
Government Life Insurance Office: A firm foundation ... for life! Government Life Insurance Office. W & T Ltd [ca 1950?],1
"Government Life Insurance Office: Life begins anew ... when you retire with the security of Government Life endowment assurance. R E Owen, Government Printer, Wellington, New Zealand G.I.-454, June 1960.",1
"Government Subsidies for Amazon; 16 April, 2021",1
"Government money, money, money. Performance pay in the public sector",1
Government reducing transaction fees,1
Government research about climate change and methane,1
"Governor General Sir Paul Reeves, and Lady Reeves, with their new corgi puppy - Photographs taken by Ross Giblin",1
"Governor General, Sir Paul Reeves, and Lady Reeves - Photographs taken by Stuart Ramson",1
"Governor General, Sir Paul Reeves, and Lady Reeves, about to depart Mana Island by helicopter - Photographs taken by Merv Griffiths",1
"Governor-General Holyoake and Chancellor O'Brien in academic dress at Victoria University, Wellington - Photographs taken by Ron Fox",1
"Governor-General Holyoake at an awards ceremony for Scouts and Guides, Government House - Photograph taken by Ross Giblin",1
"Governor-General Sir Paul Reeves on ""The Spirit of Adventure"" - Photographed by Martin Hunter",1
"Governor-General, Sir Keith Holyoake, with insignia after returning from the Order of the Garter installation ceremony - Photographs taken by Ian Mackley",1
"Governor-General, Sir Keith Holyoake, with the Mayor of Wellington, Mr Fowler, at the laying of the new Town Hall foundation stone, Wellington",1
Govt getting energised,1
Gown made from nine yards of New Zealand woollen fabric,1
"Grace Hartley interviewed by Henare Kingi, disucssion on educational hui, Hui Rangatiratanga",1
Graeme Lee and John O'Hara tipping pornographic material into an incinerator - Photographs taken by Ray Pigney,1
Graeme Lee and Patricia Bartlett with banned pornographic videos - Photographs taken by Phil Reid,1
Graeme Smyth of AWA New Zealand Limited demonstrating a Multi-Stylus Echo Sounder,1
Graham Brown by the eroding sand dune in front of his Paraparaumu home - Photographs taken by Ross Giblin,1
"Graham Latimer and others at a parliamentary reception in the Maori Affairs Room at Parliament, Wellington",1
Graham McCready outside the two Housing New Zealand flats he bought in Linden - Photographs taken by Ross Giblin,1
"Grand Hotel (Auckland): [Luncheon and dinner menus, 5 September 1940 - 27 December 1940]",1
Grand Hotel (Wellington): Grand Hotel Wellington. Souvenir menu 1942-1943. Mr & Mrs Tom Coltman extend to you hearty greetings and best wishes for Nineteen Forty-three. W & T Ltd [1942],1
"Grand Opera House (Wellington) : Harry Lauder, commencing Saturday, Sept[ember] 5th, 1914. Sole direction. J & N Tait.",1
"Grand Opera House (Wellington) :Ernest Kaai's Hawaiian Troubadours. Grand Opera House, commencing Saturday 12th Nov. [1927] Programme. Evening Post Print.",1
"Grand Opera House Wellington : J.C. Williamson Ltd present Cyril Maude...in...""The School for Scandal"" followed by ""General John Regan"", Monday and Tuesday, December 3rd and 4th, 1917. [Programme].",1
"Grand Opera House, Manners Street, Wellington",1
"Grand Opera House, Wellington : Maud Allan. Commencing Monday, April 27th. and Leo, Jan, [and] Mischel Cherniavsky. [Programme]. 1914.",1
"Grand Opera House, Wellington :Commencing Monday, April 27th. Maud Allan and her company, including Leo, Jan, [and] Mischel Cherniavsky, under the direction of W. Angus MacLeod. Manager, Howard Edie. [1914].",1
"Grand Opera House, Wellington :Grand request Red Cross dance recital presented by Miss Estelle Beere. Saturday and Monday, August 25th and 27th, 1917. Published by N.Z. Programme Co. Evening Post print [1917]",1
"Grand Opera House, Wellington. Lessees J C Williamson Ltd. Miss Estelle Beere presents ""The golden lily"". Miss Estelle Beere's pupils, commencing Saturday, Nov. 12th, 1921. Turnbull Hickson & Gooder Ltd, Wellington, N.Z. Programme",1
"Grand combined patriotic sports carnival ... in aid of the Auckland Hospital Ship Fund and War Relief Association. Auckland Domain, Saturday, July 3, 1915. Souvenir programme. Designed and printed in conjunction with Cooper & Phillips by Tuck & Booklass Ltd, Auckland.",1
"Grand vocal recital, Thursday evening, 15th March, 1906. The world-famed New Zealand contralto Te Rangi Pai. ... Town Hall, Wellington. New Zealand Times, Print [1906. Programme]",1
"Grants Braes Parish, Dunedin",1
Graphic Arts,1
Grasas y Aceites,1
"Grasset De Saint-Sauveur, Jacques, 1757-1810 :Encyclopedie des voyages, contenant l'abrege historique des moeurs, usages ... et commerce de tous les peuples. [Paris], Se trouve chez l'auteur ... Tuileries chez Deroy-Libraire ... 1796.",1
Grau collection,1
Graveyard w/ Will,1
"Graveyard with Adam, 16th June",1
"Graveyard with Adam, 30th June",1
Graveyard with Aimee,1
Graveyard with Aimée,1
Graveyard with Hunter,1
Graveyard with Leah,1
"Graveyard with Morgana August 22, 2017",1
"Graveyard with Morgana October 10, 2017",1
"Gray's Studio, Dunedin",1
"Gray, George Duncan Dunbar, b 1906 :A wartime log  1944-1945",1
"Gray, George Duncan Dunbar, b 1906 :A wartime log 1944-1945",1
Grayling,1
Građevinski Materijali i Konstrukcije,1
Great Britain. Colonial Office :Maps and plans. Series 1. New Zealand. CO 700/New Zealand,1
Great Britain. Hydrographic Office. Admiralty chart,1
"Great New Zealand Stage Production Company Ltd :Ladies' night, written by Anthony McCarten and Stephen Sinclair. Directed by Susan Wilson. Programme [1989].",1
Green Party AGM w/ Marama Davidson,1
Green Party Media,1
Green Party Motion w/ Golriz Ghahraman,1
Green Party Petition for Publicly-Owned Public Transport w/ Julie Anne Genter,1
"Green Party of Aotearoa New Zealand: [Fliers, cards and pamphlets of octavo size for the Party and its political candidates in 1989]",1
"Green Party of Aotearoa New Zealand: [Fliers, cards and pamphlets of octavo size for the Party and its political candidates in 1990]",1
Green Thursday Radio Program,1
Green Time Vegan with Kitty Lin,1
Green and McCahill foreman Tony Lawrence watching water falling into one of the Te Marua storage lakes - Photographs taken by John Nicholson,1
"Greenall, Frank  1948- :The Dominion Sunday Times; Cartoons, 11 - 31 October 1992",1
"Greenall, Frank 1948- :The Dominion Sunday Times; Cartoons, 11 - 31 October 1992",1
"Greenall, Frank 1948- :The Dominion;  Cartoons  22 February - 8 March 1993",1
"Greenall, Frank 1948- :The Dominion; Cartoons 22 February - 8 March 1993",1
"Greenall, Frank :The Dominion Sunday Times;  Cartoons  7 - 21 February 1993",1
"Greenall, Frank :The Dominion Sunday Times; Cartoons 7 - 21 February 1993",1
"Greenall, Frank, 1948- : The Dominion Sunday Times cartoons.  20 August - 4 October 1992",1
"Greenall, Frank, 1948- : The Dominion Sunday Times cartoons. 20 August - 4 October 1992",1
"Greenall, Frank, 1948- :8 Cartoons entered in the Qantas Media Awards in 1987 and 1989, published between 21 September 1987 and 10 December 1989.",1
Greendesk with Jack,1
"Greene, R :Photographs of Dunedin, and a group of unknown dignitaries",1
"Greenlane Parish, Auckland",1
Greenpeace New Zealand: [Posters produced by Greenpeace. 1979-  ].,1
Greenpeace New Zealand: [Posters produced by Greenpeace. 1979- ].,1
Greenpeace and other environmental groups,1
Greenwashing w/ Chris Purchas,1
Greenwood Family :Chiefly portraits of family members,1
"Greenwood, William :The upraised hand or the spiritual significance of the Ringatu faith. Wellington, Polynesian Society, Meisenbach & Co (printers or lithographers), 1942.",1
"Greer, Henry Harpur, 1821-1886 (attrib) :Maori chief Hori Tapeia; [and H G Robley] War dance [of the Ngaiterangi. 1865. Photograph]",1
"Gregory, Geoff, 1936- : Papers relating to Scientists Against Nuclear Arms and Just Defence",1
"Greig, Sandra Vanessa, 1948- :Photograph of Havelock North businesses, and of William Herdle and his wife",1
"Grey Power members protesting against asset testing, Parliament Grounds, Wellington - Photographs taken by Phil Reid",1
"Greymouth Competitions Society (Inc) :Music week; thirty-sixth annual festival. Monday, August 21st to Thursday, August 24th, 1950. [Programme].",1
"Griffin, Norman, fl 1926 :Photograph album of trip to Urewera and Lake Waikaremoana undertaken by Norman Griffin and party",1
"Griffiths, Gerald, 1925- : Memoir - Myself When Young Did Eagerly",1
"Griffiths, Robert John (Rev), 1905-1977 : Second World War papers",1
Grocer's Market employees 'probably won't be paid in full' - CTU,1
"Grocery shop interior, Edgecumbe, showing earthquake damage",1
"Groper's Bush Parish, Southland",1
Group Architects (architects) :Bagnall house,1
"Group Architects (architects) :Lea house, Kitchener Road, Milford, Auckland",1
Group Photograph of Staff,1
"Group Photograph, Dannevirke District New Zealand 1990 Community Committee",1
Group at the finishing of stage one of Hutt Hospital's clinical services and ward block - Photographs taken by Ross Giblin,1
"Group attending ""Fashion Spectacular 73,"" Overseas Terminal, Wellington",1
"Group class and staff photographs, Brooklyn School, Wellington",1
Group collecting sea eggs in Wellington Harbour - Photographs taken by Ian Mackley,1
Group in traditional Polynesian ceremonial dress - Photographs taken by Greg King,1
Group interview with women married to fishers,1
Group of Wellington College boarders in front of Firth House - Photograph taken by Ian Mackley,1
Group of men on street,1
"Group of men, TV interviewer with men",1
"Group of women at the Surf Life Saving National Championships, Titahi Bay, Porirua, New Zealand",1
Group of young Maori on steps of Parliament,1
Group on Lyttelton wharf farewelling the ferry Rangatira as she made her final crossing to Wellington,1
"Group on the site of the James Laurie subdivision, Tawa, Wellington",1
"Group photograph of Chairman, Members and Executive Staff",1
Group photograph of Staff,1
Group photograph of Wellington College old boys,1
"Group photographs of Woodville Community Board Chairman, Board Members and Staff",1
Group portraits,1
Group waiting to see the Prime Minister during the Wainui shipping dispute,1
Groups including Prime Minister Robert Muldoon and his wife Thea - Photographs taken by John Nicholson,1
Groups leaving the Prime Minister's office during the Wainui shipping dispute,1
Grow Room Radio 4th November,1
"Growing up, not out",1
"Guerin, Louise :Portrait photographs of New Zealand women, taken as part of The Matriarch's Oral History Project",1
"Guide events and activities, Wellington Region",1
"Gullick, Rev. John",1
"Gumboots for sale, Hannah's shoe shop, Wellington, New Zealand",1
Gumboots from Gear Meat Company for auction - Photographs taken by Ross Giblin,1
"Gunn, V R : Photographs of Nelson and Richmond and environs",1
Guns and Public Health with Dr Hera Cook,1
"Guns, clamping and, end of life choice with Chloe Swarbrick",1
Guy Fawkes and Our Maunga w/ Paul Majurey,1
Gymnastic display by New Zealand police cadets,1
"H R Hardie, Chief Cashier of Reserve Bank",1
"HART Aotearoa :[Posters collected by HART about race relations, apartheid, and the 1976 rugby tour to South Africa. 1976-1979]",1
HTS Teologiese Studies/Theological Studies,1
"Haas, Anthony Roger David, 1944- :Photographs",1
Haast family postcards,1
"Haast, Johann Franz Julius von, 1822-1887: Hokitika near mouth. July 1 1865.",1
"Haast, Johann Franz Julius von, 1822-1887: Junction of River Burke with River Haast. 13 Februar[y] 1863",1
"Haast, Johann Franz Julius von, 1822-1887: Lake Wanaka from entrance of Makarora, 25 March 1863 [and] The Southern Alps with Mt Aspiring from Lake Wanaka ... 29 March 1863 [and] Lake Wanaka from Wilkin's Hills, 11 January 1863",1
"Haast, Johann Franz Julius von, 1822-1887: Sources of River Godley. 24 February 1862. Huss. Moffatt. Livingstone.",1
"Haast, Johann Franz Julius von, 1822-1887: [Panorama of Mt Sumner. 1865]",1
"Haast, Johann Franz Julius von, 1822-1887: [Panorama]. New compass bearings from Black Hill. 19 April 1860",1
"Haast, Julius von: In memoriam. Ferdinand R. Hochstetter. Dunedin, J. McKay, 1884.",1
"Hadley, Sydney Osborn, 1914-1995: Papers",1
"Haere rā, Mary-Margaret.",1
Haimona Snowden - Maori lore v law; kohunga reo,1
"Haimona Snowden, Wiremu Wiremu, kaumatua, link up to Te Upoko from Te Hiku o Te Ika Radio Kaitaia, re Te Aurere waka trip to Rarotonga",1
Hairdresser Rosemary Douglas and model Jane Johnstone,1
"Haka being performed during Captain Cook celebrations, Gisborne",1
Haka performance in Gisborne for the British royal family,1
Halal slaughterman Aziz Shaari stands at a slaughterboard - Photographs taken by John Nicholson,1
Halcombe Town Board Meeting Minutes,1
"Hall of Memories, behind the National War Memorial Carillon in Wellington, nearing completion",1
"Hall of Remembrance, Stratford",1
"Hall, Lance, 1899-1985 : Photographs of houses in Lower Hutt, Wellington",1
"Hall, Roger Leighton, 1939-  : Papers",1
"Hall, Roger Leighton, 1939- : Papers",1
"Halldane, F A : Photographs of Caroline Bay, Kawau Island, Lyttelton, and Partington's mill, Auckland",1
"Hallway where Margaret Walker was found after she fell down stairs, Roxburgh Street, Mount Victoria, Wellington",1
"Halt All Racist Tours: [Ephemera of quarto size about race relations, sporting tours and apartheid. 1980-1985]",1
"Hamer, William, 1924-2009: Photographs of New Zealand and international jazz musicians",1
"Hamerton, N & G (Misses), fl 1967 :Photograph albums of Wellington scenes",1
"Hames, Jenny :Negatives and photographs",1
"Hamilton Public Library :Negatives of building plans, designed by Frederick  Charles Daniell",1
"Hamilton Public Library :Negatives of building plans, designed by Frederick Charles Daniell",1
"Hamlin Garland Correspondence, 1864-1941",1
"Hampton, Doris :Photographs of the Cook Islands",1
"Hancock, Derrick Corbett, 1915-2006 : Papers",1
"Hancock, Kathleen Montagu, 1915-2004: Collection",1
Hand and Microsurgery,1
Hand to hand - five laureates,1
"Hangi being prepared in a skip bin on a construction site, Wellington",1
Hannah family: Collection relating to the Hannah family and R. Hannah & Co. Ltd,1
Hannah's diary Part 1 / Bridget Ristori,1
"Hannahs building, Leeds Street, Wellington - Photographs taken by John Nicholson",1
Hans Christian Anderson Day at Wellington Girls College,1
"Hans Tapsell, A trader in cannibal land - First draft, with annotated clippings",1
Hansen Estate :Family photographs,1
Hansen family photographs,1
Haoni Mihi ki a Wiremu Parker; Paul Cotton interviewed by Henare; Jessica Weddell interviewed by Henare; Carol O'Biso - stories about taonga; Beverly Wakem interviewed by Henare,1
"Harbott, H A (Mr), fl 1975 :Photographs of a wrecked ship, grave monument, and World War II",1
"Harcourt, Charles James Stanton, 1877-1965 :Newscuttings. ca 1879-1927",1
"Harcourt, Peter Millais  1923-1995 :Photographs relating to Croydon School and  the history of musical theatre in New Zealand",1
"Harcourt, Peter Millais, 1923-1995  : Papers",1
"Hardcastle, Ruth : Papers",1
"Harkness, G, Miss :Photographs of Samuel and Arbuthnot Burnett",1
"Harkness, William Edward :Colour photographs of 'The Scotsman' and booklet advertising the business of Louis P Christeson - Tobaccanist and Hairdresser of Wellington",1
Harmful Communication Online for LGBTQI+ Community w/ Netsafe,1
Harmful Digital Communications w/ Louisa Wall,1
Harnett & Co :Harnett & Co's Dunedin directory. Jan. 1864.,1
Harold Denny interview,1
Harold and Carolyn G. Kramer Collection,1
Harriers during the annual Wellington to Masterton relay race,1
Harris family: Papers,1
"Harris, Emily Cumming  1837?-1925 :New Zealand flowers in colour. Vol 4",1
"Harris, Emily Cumming 1837?-1925 :New Zealand flowers in colour. Vol 4",1
"Harris, Esme, fl 1980-1981 :Photographs",1
"Harris, Robert Hugh, 1893-1989: Digitised files relating to World War One",1
Harry H Tombs Ltd :[Christmas cards printed by Harry H Tombs Ltd. 1940-1950s],1
Harry Shilling with mobile telephones - Photographs taken by Stuart Ramson,1
Hart family : Papers,1
"Hart, Leonard Mitchell  1894-1973 : Letters of Leonard and Adrian Mitchell Hart",1
"Hart, Leonard Mitchell 1894-1973 : Letters of Leonard and Adrian Mitchell Hart",1
Harvest Field,1
Harčova Nauka ì Tehnologìâ,1
Hastings Parish,1
"Hataitai, Mt Victoria, Roseneath",1
Hate Speech and Water w/ Christopher Luxon,1
Hate Speech and the Law w/ Paul Spoonley,1
"Haughton & Mair, architects :Wellington Hospital Laundry. Plans as existing 1966.",1
"Haughton & McKeon :Proposed alterations to premises - Post Office Square, for Messrs T & W Young Ltd., Wellington [and] Office and warehouse premises, for Young's Chemical Company, Egmont Street, Wellington. 1951",1
"Haughton & McKeon :T & W Young's premises, Egmont Street. [ca 1947]",1
Haunui Hopa I/V Tikei Toroa,1
"Hawes, R, fl 1971 :Postcards of New Zealand scenes",1
"Hawes, R, fl 1971: Postcards of New Zealand scenes",1
Hawke oratory,1
"Hawker, M L (Mrs) :Photographs relating to Pallo Engineering Ltd",1
Hawkes Bay Presbytery,1
Hawkes Bay's semi-ban on oil exploration,1
"Hawkins, Adrianne C, fl 2003 :Photographs of Wilfrid Nelson Isaac",1
"Hawkins, Myrtle, fl 1916 :[Pair of pencil and watercolour drawings of vanity items, 1916. Design drawings of an art student winning 1st prize].",1
"Haworth, Peggy, fl 2002 :Photographs relating to Willow Macky",1
"Hawthorne, Patricia, 1928- : Inward letters from Professor Donald McKenzie",1
"Hay, Mary-Annette :Photographs of Byron Paul Brown, 1866-1947",1
Hayley Bryan with mobile telephone - Photographs taken by Ross Giblin,1
Hayley Wain Campaign 2007 Diary oral history project,1
Hayley Wain Oral history project 2004-2007 triennium,1
"Haylock, G M (Miss) :Photographs of Akaroa Borough Council, and Zealandia Falls",1
"Hayman, Arnolis, 1890-1971 :Photographs",1
"Haythorn-Thwaite Ltd :New Zealand this autumn; an ideal holiday. Sponsored by the New Zealand Government Tourist Bureau, Tasman Empire  Airways Limited, Huddart Parker Ltd [et al]. Designed by Haythorn-Thwaite Advertising, Auckland, and printed by Coulls Somerville Wilkie Ltd., Wellington, N.Z. [1952]",1
